ts,regime,A_sig,A_pnl,B_sig,B_pnl,C_sig,C_pnl,srcA,srcB,srcC,n,conf
1785456000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,18,0.1115
1785459600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,20,0.1039
1785463200,trend_up,F,,S,1.9996,F,,charon_only,cbr_only,blended,22,0.1561
1785466800,trend_up,F,,S,2.106,F,,charon_only,cbr_only,blended,19,0.1245
1785470400,trend_up,F,,S,2.0961,F,,charon_only,cbr_only,blended,10,0.0491
1785474000,trend_up,F,,S,2.1141,F,,charon_only,cbr_only,blended,10,0.0557
1785477600,trend_up,F,,S,1.8569,F,,charon_only,cbr_only,blended,12,0.0839
1785481200,trend_up,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1785484800,trend_down,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1785488400,flat,F,,S,0.8431,S,0.8431,charon_only,cbr_only,blended,37,0.38
1785492000,flat,F,,S,1.306,S,1.306,charon_only,cbr_only,blended,36,0.4152
1785495600,flat,F,,S,1.0361,S,1.0361,charon_only,cbr_only,blended,36,0.4175
1785499200,flat,F,,S,1.0035,S,1.0035,charon_only,cbr_only,blended,36,0.3229
1785502800,flat,F,,S,0.1284,F,,charon_only,cbr_only,blended,33,0.2726
1785506400,flat,F,,F,,F,,charon_only,cbr_only,blended,20,0.1005
1785510000,flat,F,,F,,F,,charon_only,cbr_only,blended,11,0.0342
1785513600,trend_down,F,,S,-0.4263,F,,charon_only,cbr_only,blended,50,0.4665
1785517200,flat,F,,F,,F,,charon_only,cbr_only,charon_only,0,0.0
1785520800,flat,F,,F,,F,,charon_only,cbr_only,blended,10,0.0304
1785524400,flat,F,,S,-0.3454,F,,charon_only,cbr_only,blended,12,0.0402
1785528000,flat,F,,S,-0.1848,F,,charon_only,cbr_only,blended,15,0.0616
1785531600,flat,F,,S,-0.0754,F,,charon_only,cbr_only,blended,18,0.0786
1785535200,flat,F,,F,,F,,charon_only,cbr_only,blended,24,0.1232
1785538800,flat,F,,S,0.3887,F,,charon_only,cbr_only,blended,22,0.1082
1785542400,flat,F,,S,0.5486,S,0.5486,charon_only,cbr_only,blended,21,0.1113
1785546000,flat,F,,S,0.3968,F,,charon_only,cbr_only,blended,27,0.19
1785549600,flat,F,,S,0.3159,F,,charon_only,cbr_only,blended,33,0.2723
1785553200,flat,F,,S,0.1749,F,,charon_only,cbr_only,blended,36,0.3008
1785556800,flat,F,,S,0.3616,F,,charon_only,cbr_only,blended,37,0.3359
1785560400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4384
1785564000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4546
1785567600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4882
1785571200,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4341
1785574800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.475
1785578400,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.4418
1785582000,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5172
1785585600,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5212
1785589200,flat,F,,F,,F,,charon_only,cbr_only,blended,48,0.4803
1785592800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.4493
1785596400,flat,F,,F,,F,,charon_only,cbr_only,blended,47,0.4825
1785600000,flat,F,,F,,F,,charon_only,cbr_only,blended,20,0.2559
1785603600,flat,F,,L,0.5657,F,,charon_only,cbr_only,blended,30,0.3779
1785607200,flat,F,,L,0.7731,F,,charon_only,cbr_only,blended,35,0.2086
1785610800,flat,F,,L,0.7629,F,,charon_only,cbr_only,blended,31,0.3325
1785614400,flat,F,,L,0.6134,F,,charon_only,cbr_only,blended,28,0.2916
1785618000,flat,F,,L,0.4852,F,,charon_only,cbr_only,blended,24,0.2393
1785621600,flat,F,,F,,F,,charon_only,cbr_only,blended,19,0.2335
1785625200,flat,F,,F,,F,,charon_only,cbr_only,blended,24,0.3067
1785628800,flat,F,,F,,F,,charon_only,cbr_only,blended,37,0.3673
1785632400,flat,F,,S,-0.914,F,,charon_only,cbr_only,blended,32,0.3705
1785636000,flat,F,,L,0.0992,F,,charon_only,cbr_only,blended,36,0.2263
1785639600,flat,F,,S,-0.0411,F,,charon_only,cbr_only,blended,39,0.3607
1785643200,flat,F,,S,-0.0685,S,-0.0685,charon_only,cbr_only,blended,34,0.3655
1785646800,flat,F,,S,0.1138,S,0.1138,charon_only,cbr_only,blended,46,0.3787
1785650400,flat,F,,S,0.3258,S,0.3258,charon_only,cbr_only,blended,36,0.4413
1785654000,flat,F,,S,0.4745,S,0.4745,charon_only,cbr_only,blended,41,0.4094
1785657600,flat,F,,S,0.4119,F,,charon_only,cbr_only,blended,48,0.4063
1785661200,flat,F,,S,0.6648,S,0.6648,charon_only,cbr_only,blended,47,0.489
1785664800,flat,F,,S,0.4978,S,0.4978,charon_only,cbr_only,blended,42,0.4594
1785668400,flat,F,,S,0.5479,F,,charon_only,cbr_only,blended,37,0.4686
1785672000,flat,F,,S,0.699,S,0.699,charon_only,cbr_only,blended,37,0.4996
1785675600,flat,F,,S,0.8274,S,0.8274,charon_only,cbr_only,blended,41,0.4325
1785679200,flat,F,,S,0.2678,S,0.2678,charon_only,cbr_only,blended,37,0.4514
1785682800,flat,F,,S,0.4817,S,0.4817,charon_only,cbr_only,blended,30,0.4568
1785686400,flat,F,,S,0.8819,S,0.8819,charon_only,cbr_only,blended,33,0.4979
1785690000,flat,F,,S,0.8483,S,0.8483,charon_only,cbr_only,blended,32,0.4835
1785693600,flat,F,,S,-0.0512,F,,charon_only,cbr_only,blended,39,0.4092
1785697200,flat,F,,S,-0.9056,S,-0.9056,charon_only,cbr_only,blended,32,0.433
1785700800,flat,F,,S,-0.4156,F,,charon_only,cbr_only,blended,26,0.3307
1785704400,flat,F,,S,-0.4122,F,,charon_only,cbr_only,blended,42,0.3987
1785708000,flat,F,,S,-0.859,F,,charon_only,cbr_only,blended,43,0.3973
1785711600,flat,F,,S,-0.5733,S,-0.5733,charon_only,cbr_only,blended,40,0.4303
1785715200,flat,F,,S,-0.9714,S,-0.9714,charon_only,cbr_only,blended,44,0.4194
1785718800,flat,F,,S,-0.9911,S,-0.9911,charon_only,cbr_only,blended,42,0.4801
1785722400,flat,F,,S,-0.8107,S,-0.8107,charon_only,cbr_only,blended,34,0.5239
1785726000,flat,F,,S,-1.289,S,-1.289,charon_only,cbr_only,blended,34,0.5187
1785729600,flat,F,,S,-1.2626,F,,charon_only,cbr_only,blended,27,0.4435
1785733200,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.367
1785736800,flat,F,,S,-2.0551,S,-2.0551,charon_only,cbr_only,blended,39,0.3814
1785740400,flat,F,,F,,F,,charon_only,cbr_only,blended,31,0.2673
1785744000,flat,F,,F,,F,,charon_only,cbr_only,blended,25,0.232
1785747600,flat,F,,F,,F,,charon_only,cbr_only,blended,26,0.2664
1785751200,flat,F,,F,,F,,charon_only,cbr_only,blended,23,0.2671
1785754800,flat,F,,F,,F,,charon_only,cbr_only,blended,18,0.1885
1785758400,flat,F,,L,1.4722,F,,charon_only,cbr_only,blended,17,0.1528
1785762000,flat,L,0.2754,F,,F,,charon_only,cbr_only,blended,30,0.2493
1785765600,flat,L,-0.6682,L,-0.6682,L,-0.6682,charon_only,cbr_only,blended,29,0.1548
1785769200,flat,L,0.0085,F,,F,,charon_only,cbr_only,blended,33,0.2871
1785772800,flat,F,,S,-0.3345,F,,charon_only,cbr_only,blended,34,0.3056
1785776400,flat,F,,F,,F,,charon_only,cbr_only,blended,37,0.3814
1785780000,trend_up,F,,L,-0.3927,F,,charon_only,cbr_only,blended,11,0.0457
1785783600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,18,0.1053
1785787200,trend_up,F,,L,0.4483,F,,charon_only,cbr_only,blended,15,0.0867
1785790800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,17,0.091
1785794400,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.266
1785798000,flat,F,,F,,F,,charon_only,cbr_only,blended,27,0.2557
1785801600,flat,F,,F,,F,,charon_only,cbr_only,blended,35,0.362
1785805200,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.3791
1785808800,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.3563
1785812400,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.3428
1785816000,flat,F,,L,0.0211,L,0.0211,charon_only,cbr_only,blended,34,0.3806
1785819600,flat,F,,L,0.1656,L,0.1656,charon_only,cbr_only,blended,18,0.0996
1785823200,flat,F,,L,0.9426,L,0.9426,charon_only,cbr_only,blended,24,0.1855
1785826800,flat,F,,L,0.9717,F,,charon_only,cbr_only,blended,45,0.2967
1785830400,flat,F,,F,,F,,charon_only,cbr_only,blended,34,0.3443
1785834000,flat,F,,S,-1.0008,F,,charon_only,cbr_only,blended,46,0.351
1785837600,flat,F,,F,,F,,charon_only,cbr_only,blended,39,0.368
1785841200,flat,F,,L,0.4124,F,,charon_only,cbr_only,blended,40,0.3896
1785844800,flat,F,,S,-0.5031,F,,charon_only,cbr_only,blended,34,0.3642
1785848400,flat,F,,F,,F,,charon_only,cbr_only,blended,33,0.2979
1785852000,flat,F,,F,,F,,charon_only,cbr_only,blended,38,0.3912
1785855600,flat,F,,F,,F,,charon_only,cbr_only,blended,45,0.4194
1785859200,flat,F,,L,0.0944,F,,charon_only,cbr_only,blended,40,0.3664
1785862800,flat,F,,L,0.4633,F,,charon_only,cbr_only,blended,38,0.3399
1785866400,flat,F,,L,0.0586,F,,charon_only,cbr_only,blended,43,0.3275
1785870000,trend_up,L,0.2784,L,0.2784,L,0.2784,charon_only,cbr_only,blended,22,0.1441
1785873600,flat,F,,L,-0.0269,F,,charon_only,cbr_only,blended,33,0.2682
1785877200,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.3211
1785880800,flat,F,,S,-0.877,F,,charon_only,cbr_only,blended,32,0.3987
1785884400,flat,F,,F,,F,,charon_only,cbr_only,blended,29,0.2853
1785888000,flat,F,,F,,F,,charon_only,cbr_only,blended,26,0.2013
1785891600,trend_up,F,,L,0.6602,F,,charon_only,cbr_only,blended,12,0.0527
1785895200,trend_up,L,0.4668,F,,F,,charon_only,cbr_only,blended,16,0.1031
1785898800,trend_up,F,,S,-0.8054,F,,charon_only,cbr_only,blended,37,0.2554
1785902400,flat,F,,L,0.6612,F,,charon_only,cbr_only,blended,17,0.0755
1785906000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,42,0.2637
1785909600,trend_up,F,,L,0.4081,F,,charon_only,cbr_only,blended,16,0.1085
1785913200,flat,F,,L,0.5474,F,,charon_only,cbr_only,blended,35,0.3331
1785916800,flat,F,,L,0.5398,F,,charon_only,cbr_only,blended,20,0.1984
1785920400,flat,F,,L,0.8034,F,,charon_only,cbr_only,blended,26,0.3612
1785924000,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.39
1785927600,flat,F,,F,,F,,charon_only,cbr_only,blended,25,0.3097
1785931200,flat,F,,F,,F,,charon_only,cbr_only,blended,37,0.3402
1785934800,flat,F,,L,0.7291,L,0.7291,charon_only,cbr_only,blended,31,0.2937
1785938400,flat,L,0.2214,F,,L,0.2214,charon_only,cbr_only,blended,41,0.3678
1785942000,flat,L,0.254,F,,F,,charon_only,cbr_only,blended,33,0.3328
1785945600,flat,F,,F,,F,,charon_only,cbr_only,blended,34,0.3567
1785949200,flat,F,,F,,F,,charon_only,cbr_only,blended,20,0.1863
1785952800,trend_up,L,-0.6634,F,,L,-0.6634,charon_only,cbr_only,blended,20,0.1789
1785956400,trend_up,L,-0.1961,F,,L,-0.1961,charon_only,cbr_only,blended,21,0.1895
1785960000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,23,0.2221
1785963600,trend_up,F,,F,,F,,charon_only,cbr_only,blended,33,0.4256
1785967200,trend_up,F,,L,-0.1221,F,,charon_only,cbr_only,blended,30,0.4145
1785970800,trend_up,F,,F,,F,,charon_only,cbr_only,blended,26,0.2816
1785974400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,21,0.2162
1785978000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,24,0.2455
1785981600,flat,F,,S,0.1147,S,0.1147,charon_only,cbr_only,blended,33,0.3877
1785985200,flat,F,,S,0.1782,S,0.1782,charon_only,cbr_only,blended,23,0.2674
1785988800,flat,F,,F,,F,,charon_only,cbr_only,blended,26,0.3068
1785992400,flat,F,,F,,F,,charon_only,cbr_only,blended,29,0.328
1785996000,trend_up,F,,S,0.5745,F,,charon_only,cbr_only,blended,29,0.3107
1785999600,trend_up,F,,S,0.5324,F,,charon_only,cbr_only,blended,39,0.2885
1786003200,trend_up,L,-1.104,S,0.904,F,,charon_only,cbr_only,blended,37,0.3016
1786006800,trend_up,F,,S,0.5624,F,,charon_only,cbr_only,blended,30,0.2537
1786010400,trend_up,F,,S,0.3326,F,,charon_only,cbr_only,blended,28,0.2536
1786014000,trend_up,F,,S,0.392,F,,charon_only,cbr_only,blended,24,0.1681
1786017600,flat,F,,L,-0.2617,L,-0.2617,charon_only,cbr_only,blended,21,0.1491
1786021200,flat,F,,L,0.1576,F,,charon_only,cbr_only,blended,32,0.195
1786024800,flat,F,,L,-0.0053,F,,charon_only,cbr_only,blended,28,0.2361
1786028400,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.3988
1786032000,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.5491
1786035600,flat,F,,S,-1.1378,S,-1.1378,charon_only,cbr_only,blended,34,0.4758
1786039200,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.5653
1786042800,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3842
1786046400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.3551
1786050000,flat,F,,F,,F,,charon_only,cbr_only,blended,47,0.3877
1786053600,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.3672
1786057200,flat,F,,F,,F,,charon_only,cbr_only,blended,46,0.3853
1786060800,flat,F,,F,,F,,charon_only,cbr_only,blended,44,0.3748
1786064400,flat,F,,S,-0.9529,F,,charon_only,cbr_only,blended,35,0.5951
1786068000,flat,F,,L,0.7201,F,,charon_only,cbr_only,blended,40,0.5141
1786071600,flat,F,,F,,F,,charon_only,cbr_only,blended,35,0.5052
1786075200,flat,F,,L,0.9397,F,,charon_only,cbr_only,blended,33,0.5057
1786078800,flat,F,,F,,F,,charon_only,cbr_only,blended,36,0.5874
1786082400,flat,F,,F,,F,,charon_only,cbr_only,blended,50,0.5242
1786086000,flat,F,,S,-1.0393,F,,charon_only,cbr_only,blended,46,0.5762
1786089600,flat,F,,S,-0.7703,F,,charon_only,cbr_only,blended,32,0.5022
1786093200,flat,L,0.1688,L,0.1688,L,0.1688,charon_only,cbr_only,blended,35,0.5023
1786096800,flat,F,,S,-0.2563,F,,charon_only,cbr_only,blended,31,0.4872
1786100400,flat,F,,F,,F,,charon_only,cbr_only,blended,38,0.4472
1786104000,flat,L,-0.609,L,-0.609,L,-0.609,charon_only,cbr_only,blended,32,0.3152
1786107600,flat,F,,F,,F,,charon_only,cbr_only,blended,21,0.154
1786111200,flat,F,,F,,F,,charon_only,cbr_only,blended,21,0.1834
1786114800,flat,F,,S,-0.2435,S,-0.2435,charon_only,cbr_only,blended,29,0.3308
1786118400,flat,F,,S,-0.3366,S,-0.3366,charon_only,cbr_only,blended,24,0.2421
1786122000,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.4074
1786125600,flat,F,,S,-0.5322,S,-0.5322,charon_only,cbr_only,blended,41,0.4612
1786129200,flat,F,,S,-0.3595,F,,charon_only,cbr_only,blended,23,0.3663
1786132800,flat,F,,S,-0.2675,F,,charon_only,cbr_only,blended,38,0.4417
1786136400,flat,F,,S,-0.344,S,-0.344,charon_only,cbr_only,blended,37,0.4365
1786140000,flat,F,,S,-0.4572,F,,charon_only,cbr_only,blended,33,0.5405
1786143600,flat,F,,S,-0.2862,S,-0.2862,charon_only,cbr_only,blended,35,0.5565
1786147200,flat,F,,F,,F,,charon_only,cbr_only,blended,41,0.5255
1786150800,flat,F,,S,-0.3628,S,-0.3628,charon_only,cbr_only,blended,36,0.5392
1786154400,flat,F,,S,-0.2371,S,-0.2371,charon_only,cbr_only,blended,46,0.599
1786158000,flat,F,,S,0.0267,S,0.0267,charon_only,cbr_only,cbr_only,45,0.6331
1786161600,flat,F,,S,-0.0216,F,,charon_only,cbr_only,blended,45,0.5976
1786165200,flat,F,,S,-0.0666,S,-0.0666,charon_only,cbr_only,cbr_only,42,0.6126
1786168800,flat,F,,S,0.1233,F,,charon_only,cbr_only,blended,39,0.5619
1786172400,flat,F,,S,0.1155,S,0.1155,charon_only,cbr_only,blended,44,0.5289
1786176000,flat,F,,F,,F,,charon_only,cbr_only,cbr_only,50,0.6166
1786179600,flat,F,,F,,F,,charon_only,cbr_only,blended,43,0.4905
1786183200,flat,F,,S,0.2143,F,,charon_only,cbr_only,blended,50,0.5825
1786186800,flat,F,,S,0.0806,F,,charon_only,cbr_only,blended,44,0.5497
1786190400,flat,F,,S,0.1803,S,0.1803,charon_only,cbr_only,blended,50,0.5875
1786194000,flat,F,,S,0.1939,F,,charon_only,cbr_only,blended,50,0.5659
1786197600,flat,F,,S,0.2856,F,,charon_only,cbr_only,blended,50,0.4814
1786201200,flat,F,,S,0.0859,F,,charon_only,cbr_only,blended,50,0.5951
1786204800,flat,F,,S,0.1096,F,,charon_only,cbr_only,blended,50,0.5457
1786208400,flat,F,,S,0.1451,F,,charon_only,cbr_only,blended,50,0.5882
1786212000,flat,F,,F,,F,,charon_only,cbr_only,blended,47,0.5176
1786215600,flat,F,,S,-0.3837,S,-0.3837,charon_only,cbr_only,blended,42,0.5628
1786219200,flat,F,,S,-0.3247,F,,charon_only,cbr_only,blended,48,0.5138
1786222800,flat,F,,S,-0.4371,F,,charon_only,cbr_only,blended,43,0.5788
1786226400,flat,F,,S,-0.4819,S,-0.4819,charon_only,cbr_only,blended,38,0.5211
1786230000,flat,F,,S,-0.4649,F,,charon_only,cbr_only,blended,41,0.5882
1786233600,flat,F,,S,-0.4186,S,-0.4186,charon_only,cbr_only,blended,42,0.5921
1786237200,flat,F,,F,,F,,charon_only,cbr_only,blended,39,0.566
1786240800,flat,F,,L,0.4754,F,,charon_only,cbr_only,blended,38,0.5379
1786244400,flat,F,,L,0.345,F,,charon_only,cbr_only,blended,33,0.4956
1786248000,flat,F,,F,,F,,charon_only,cbr_only,blended,38,0.4838
1786251600,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.5907
1786255200,flat,F,,S,-0.6243,F,,charon_only,cbr_only,blended,29,0.5672
1786258800,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.5753
1786262400,flat,F,,F,,F,,charon_only,cbr_only,blended,36,0.4946
1786266000,flat,F,,S,-0.2987,F,,charon_only,cbr_only,blended,37,0.5641
1786269600,flat,F,,L,0.1681,F,,charon_only,cbr_only,blended,34,0.5408
1786273200,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.4926
1786276800,flat,F,,F,,F,,charon_only,cbr_only,blended,37,0.5359
1786280400,flat,F,,F,,F,,charon_only,cbr_only,blended,30,0.2966
1786284000,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.4164
1786287600,flat,F,,F,,F,,charon_only,cbr_only,blended,25,0.3018
1786291200,flat,F,,F,,F,,charon_only,cbr_only,blended,27,0.2852
1786294800,flat,F,,F,,F,,charon_only,cbr_only,blended,22,0.194
1786298400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,26,0.2068
1786302000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,18,0.1348
1786305600,flat,F,,S,1.1865,F,,charon_only,cbr_only,blended,25,0.2541
1786309200,flat,F,,L,-2.0762,F,,charon_only,cbr_only,blended,32,0.3742
1786312800,trend_up,L,-1.8273,F,,L,-1.8273,charon_only,cbr_only,blended,18,0.0729
1786316400,flat,F,,S,1.4596,S,1.4596,charon_only,cbr_only,blended,28,0.272
1786320000,trend_up,F,,S,1.3196,F,,charon_only,cbr_only,blended,17,0.0778
1786323600,trend_up,F,,S,1.4823,F,,charon_only,cbr_only,blended,21,0.1238
1786327200,trend_up,F,,S,1.6097,F,,charon_only,cbr_only,blended,30,0.2984
1786330800,trend_up,F,,S,1.3866,F,,charon_only,cbr_only,blended,27,0.2529
1786334400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,16,0.1296
1786338000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,21,0.2219
1786341600,trend_up,L,-1.9968,S,1.7968,F,,charon_only,cbr_only,blended,24,0.2073
1786345200,trend_up,L,-1.8762,S,1.6762,F,,charon_only,cbr_only,blended,32,0.3535
1786348800,trend_up,L,-1.7715,L,-1.7715,L,-1.7715,charon_only,cbr_only,blended,38,0.4168
1786352400,trend_up,F,,F,,F,,charon_only,cbr_only,blended,18,0.1059
1786356000,trend_up,F,,F,,F,,charon_only,cbr_only,blended,23,0.226
1786359600,trend_up,F,,L,-1.8761,L,-1.8761,charon_only,cbr_only,blended,23,0.2289
1786363200,trend_up,F,,S,1.1406,F,,charon_only,cbr_only,blended,12,0.0567
1786366800,trend_down,F,,S,0.5592,F,,charon_only,cbr_only,blended,14,0.0662
1786370400,trend_down,S,0.4041,F,,S,0.4041,charon_only,cbr_only,blended,19,0.1298
1786374000,trend_down,F,,S,0.0038,F,,charon_only,cbr_only,blended,22,0.1772
1786377600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,27,0.2251
1786381200,trend_down,F,,L,0.4894,F,,charon_only,cbr_only,blended,38,0.3212
1786384800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,41,0.3796
1786388400,trend_down,F,,S,0.3304,F,,charon_only,cbr_only,blended,48,0.4185
1786392000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.478
1786395600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4286
1786399200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5497
1786402800,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5451
1786406400,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4802
1786410000,trend_down,F,,L,-0.6008,F,,charon_only,cbr_only,blended,50,0.4955
1786413600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.5599
1786417200,trend_down,F,,L,-0.8584,F,,charon_only,cbr_only,blended,50,0.4758
1786420800,trend_down,F,,L,-0.7615,F,,charon_only,cbr_only,blended,50,0.4592
1786424400,trend_down,F,,L,-0.503,F,,charon_only,cbr_only,blended,50,0.5237
1786428000,trend_down,F,,L,-0.3431,F,,charon_only,cbr_only,blended,50,0.416
1786431600,trend_down,F,,L,-0.5936,F,,charon_only,cbr_only,blended,50,0.4319
1786435200,trend_down,F,,L,-0.569,F,,charon_only,cbr_only,blended,44,0.4139
1786438800,trend_down,F,,L,-0.9249,F,,charon_only,cbr_only,blended,30,0.2785
1786442400,trend_down,F,,L,-0.6967,F,,charon_only,cbr_only,blended,29,0.2363
1786446000,trend_down,L,-1.1523,F,,L,-1.1523,charon_only,cbr_only,blended,15,0.0668
1786449600,flat,F,,F,,F,,charon_only,cbr_only,blended,39,0.3885
1786453200,flat,F,,F,,F,,charon_only,cbr_only,blended,38,0.2888
1786456800,flat,F,,F,,F,,charon_only,cbr_only,blended,26,0.2304
1786460400,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.1618
1786464000,trend_down,S,-1.2454,L,1.0454,F,,charon_only,cbr_only,blended,32,0.2821
1786467600,trend_down,S,-0.9047,L,0.7047,F,,charon_only,cbr_only,blended,47,0.312
1786471200,trend_down,S,-0.8368,L,0.6368,F,,charon_only,cbr_only,blended,39,0.3775
1786474800,trend_down,F,,L,-0.3717,F,,charon_only,cbr_only,blended,50,0.3977
1786478400,trend_down,F,,L,-0.5684,F,,charon_only,cbr_only,blended,50,0.3825
1786482000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4313
1786485600,trend_down,F,,F,,F,,charon_only,cbr_only,blended,43,0.3581
1786489200,trend_down,F,,F,,F,,charon_only,cbr_only,blended,50,0.4713
1786492800,trend_down,F,,L,-0.6035,F,,charon_only,cbr_only,blended,50,0.4455
1786496400,trend_down,F,,L,-0.4351,F,,charon_only,cbr_only,blended,50,0.407
1786500000,trend_down,F,,F,,F,,charon_only,cbr_only,blended,43,0.3275
1786503600,flat,F,,L,-0.7318,F,,charon_only,cbr_only,blended,25,0.1736
1786507200,flat,F,,L,-0.5541,F,,charon_only,cbr_only,blended,31,0.2579
1786510800,flat,F,,L,-0.5589,F,,charon_only,cbr_only,blended,24,0.172
1786514400,flat,F,,F,,F,,charon_only,cbr_only,blended,33,0.2815
1786518000,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.2898
1786521600,flat,F,,L,-0.3319,L,-0.3319,charon_only,cbr_only,blended,28,0.3193
1786525200,flat,F,,F,,F,,charon_only,cbr_only,blended,43,0.3964
1786528800,flat,L,-0.5137,F,,F,,charon_only,cbr_only,blended,43,0.4202
1786532400,flat,F,,S,0.3634,F,,charon_only,cbr_only,blended,36,0.4917
1786536000,flat,F,,F,,F,,charon_only,cbr_only,blended,34,0.2766
1786539600,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.3193
1786543200,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.3364
1786546800,flat,F,,F,,F,,charon_only,cbr_only,blended,32,0.3671
1786550400,flat,F,,S,-0.0877,F,,charon_only,cbr_only,blended,36,0.428
1786554000,flat,F,,S,-0.4573,S,-0.4573,charon_only,cbr_only,blended,39,0.4176
1786557600,flat,F,,S,-0.6323,S,-0.6323,charon_only,cbr_only,blended,38,0.4218
1786561200,flat,F,,S,-0.7912,S,-0.7912,charon_only,cbr_only,blended,39,0.4373
1786564800,flat,F,,S,0.183,S,0.183,charon_only,cbr_only,blended,28,0.3483
1786568400,flat,F,,S,0.3879,S,0.3879,charon_only,cbr_only,blended,37,0.4213
1786572000,flat,F,,S,0.3539,S,0.3539,charon_only,cbr_only,blended,38,0.4215
1786575600,flat,F,,F,,F,,charon_only,cbr_only,blended,44,0.3278
1786579200,flat,F,,S,0.1343,F,,charon_only,cbr_only,blended,41,0.4743
1786582800,flat,F,,S,-0.0361,S,-0.0361,charon_only,cbr_only,blended,41,0.5106
1786586400,flat,F,,S,0.0196,F,,charon_only,cbr_only,blended,45,0.465
1786590000,flat,F,,S,0.0838,F,,charon_only,cbr_only,blended,33,0.556
1786593600,flat,F,,F,,F,,charon_only,cbr_only,blended,28,0.5314
1786597200,flat,F,,S,0.4269,F,,charon_only,cbr_only,blended,47,0.5364
1786600800,flat,F,,S,0.4732,F,,charon_only,cbr_only,blended,35,0.4961
1786604400,flat,F,,F,,F,,charon_only,cbr_only,blended,31,0.462
1786608000,flat,F,,S,0.6164,F,,charon_only,cbr_only,blended,42,0.579
1786611600,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.521
1786615200,flat,F,,S,0.3263,F,,charon_only,cbr_only,blended,41,0.54
1786618800,flat,F,,S,0.7036,F,,charon_only,cbr_only,blended,44,0.4883
1786622400,flat,F,,S,1.1198,F,,charon_only,cbr_only,blended,31,0.5523
1786626000,flat,F,,F,,F,,charon_only,cbr_only,blended,33,0.5396
1786629600,flat,F,,F,,F,,charon_only,cbr_only,blended,42,0.5869
1786633200,flat,F,,S,0.8553,S,0.8553,charon_only,cbr_only,blended,40,0.4481
1786636800,flat,F,,S,0.3612,F,,charon_only,cbr_only,blended,31,0.3069
1786640400,flat,F,,F,,F,,charon_only,cbr_only,blended,40,0.3748
